LAT;LON;DESC
50.282778;18.663056;Gliwice, ul. Rybnicka 43 - maszt tymczasowy obok BP [SLK:BT22513:L1800]
50.293056;18.729167;Gliwice, ul. Stabika 9 - koòci¢à [SLK:BT22649:L1800]
50.314167;18.673889;Gliwice, ul. Sztabu Powsta‰czego 78 [SLK:BT24722:L1800]
50.310556;18.655833;Gliwice, ul. óliwki 86 - komin SFW Energia [SLK:BT22331:L1800]
50.305278;18.669444;Gliwice, ul. ów. Maàgorzaty 1 - maszt Plusa [SLK:BT24143:L1800]
50.295278;18.660000;Gliwice, ul. ówi©tokrzyska 2 - biurowiec [SLK:BT20213:L1800]
50.313056;18.687778;Gliwice, ul. Tarnog¢rska 129 - drewniana wieæa radiostacji gliwickiej [SLK:BT22002:L1800]
50.292500;18.675000;Gliwice, ul. Wrocàawska 1 - maszt tymczasowy obok Politechniki ól•skiej [SLK:BT26001:L1800]
50.368889;18.653611;Gliwice, ul. Ziemi©cicka 69 - maszt PTK Centertel [SLK:BT20532:L1800]
50.296944;18.670000;Gliwice, ul. Zwyci©stwa 23 - DH IKAR [SLK:BT22001:L1800]
50.298333;18.673611;Gliwice, ul. Zwyci©stwa 65 [SLK:BT24260:L1800]
50.298333;18.673611;Gliwice, ul. Zwyci©stwa 65 [SLK:BT24260:L1800]
50.290556;18.658333;Gliwice, ul. Zygmunta Starego 23 - budynek mieszkalno-uslugowy [SLK:BT24261:L1800]
49.944722;18.959444;Goczaàkowice-Zdr¢j, ul. Gà¢wna 50 - koòci¢à [SLK:BT24129:L1800]
49.983889;18.578333;Gogoàowa, ul. Okr©æna 14 - maszt Plusa [SLK:BT24275:L1800]
49.734167;18.740000;Golesz¢w, ul. Wolnoòci 8 - koòci¢à [SLK:BT22758:L1800]
50.103889;18.882222;Gosty‰, ul. Rybnicka 2 - maszt na budynku przy [928] [SLK:BT22812:L1800]
49.799722;18.868333;Grodziec, Grodziec 34 - maszt Plusa [SLK:BT24599:L1800]
50.371944;19.100833;Gr¢dk¢w, ul. Zwyciestwa 2 - maszt Plusa na terenie Tartaku [SLK:BT22037:L1800]
50.596111;19.501111;Hucisko, istniej•cy maszt telekomunikacyjny [SLK:BT22276:L900]
50.136944;19.180556;Imielin, ul. Hallera 39 - maszt PTK Centertel [SLK:BT20367:L1800]
49.566667;18.901389;Istebna, maszt Emitel - ZRiT - g. Zàoty Gro‰ [SLK:BT22347:L1800]
50.004722;18.977500;Jankowice, ul. Borowikowa - maszt Plusa [SLK:BT24305:L1800]
50.048889;18.564444;Jankowice, ul. ówierkla‰ska 91 - maszt Plusa teren PHU REMIX [SLK:BT20616:L1800]
49.816111;18.932778;Jasienica, ul. Koòcielna - maszt Plusa przy drodze Bielsko-Cieszyn [SLK:BT22122:L1800]
49.936389;18.596667;Jastrz©bie-Zdr¢j, ul. Cieszy‰ska 23 - nowy koòci¢à ewangelicki [SLK:BT20656:L1800]
49.961111;18.567222;Jastrz©bie-Zdr¢j, ul. G¢rnicza 1 - maszt Plusa [SLK:BT22271:L1800]
49.950278;18.610833;Jastrz©bie-Zdr¢j, ul. Harcerska 14B - wieæa oòwietleniowa stadionu [SLK:BT20655:L1800]
49.948056;18.585000;Jastrz©bie-Zdr¢j, ul. Jana Pawàa II 5 - wieæowiec (11 p.) [SLK:BT20617:L1800]
49.941389;18.556944;Jastrz©bie-Zdr¢j, ul. Kasztanowa 2 - maszt na budynku [SLK:BT20131:L1800]
49.943889;18.611111;Jastrz©bie-Zdr¢j, ul. Mày‰ska - maszt Plusa [SLK:BT22272:L1800]
49.980833;18.628889;Jastrz©bie-Zdr¢j, ul. Norwida 34 - maszt Plusa [SLK:BT24601:L1800]
49.965556;18.623889;Jastrz©bie-Zdr¢j, ul. Rybnicka 6c - EC Zofi¢wka [SLK:BT20129:L1800]
50.215833;19.255556;Jaworzno, ul. Grunwaldzka 204 [SLK:BT24961:L1800]
50.217222;19.247778;Jaworzno, ul. Grunwaldzka 275 - maszt Plusa [SLK:BT24094:L1800]
50.247500;19.288333;Jaworzno, ul. Kolejarzy 81 - dach biurowca Huty Szkàa Szczakowa [SLK:BT20511:L1800]
50.219722;19.333056;Jaworzno, ul. ks. Andrzeja Mroczka - Baza Magazynowa GS - maszt Plusa [SLK:BT22501:L1800]
50.202222;19.277500;Jaworzno, ul. Narutowicza 1 - dach Komendy Miejskiej Policji [SLK:BT22699:L1800]
50.161111;19.313056;Jaworzno, ul. Nauczycielska - maszt T-Mobile [SLK:BT22732:L1800]
50.206667;19.203056;Jaworzno, ul. Promienna 51 - budynek przemysàowy Elektrowni Jaworzno III [SLK:BT24685:L1800]
50.226667;19.233889;Jaworzno, ul. Starowiejska 5-7 - dach bloku mieszkalnego [SLK:BT20875:L1800]
50.192500;19.278889;Jaworzno, ul. Tetmajera - maszt Plusa [SLK:BT24095:L1800]
50.225278;19.233333;Jaworzno, ul. Wojska Polskiego 2 - maszt energetyki [SLK:BT22236:L1800]
50.165278;19.241111;Jaworzno, ul. Zwyci©stwa - wieæa telekomunikacyjna [SLK:BT22731:L1800]
50.103056;18.473611;Jejkowice, ul. Gà¢wna 27 - maszt Plusa [SLK:BT24254:L1800]
49.651389;19.336111;Jeleònia, maszt Plusa obok tor¢w kolejowych [SLK:BT22349:L1800]
49.631389;19.219167;Juszczyna, maszt Plusa [SLK:BT24173:L1800]
50.571667;18.871111;Kalety, maszt PTK Centertel przy oczyszczalni òciek¢w [SLK:BT20717:L1800]
50.548611;18.952500;Kalety, Miotek - maszt Plusa [SLK:BT24422:L1800]
50.564444;18.891389;Kalety, ul. Dworcowa 4 - maszt Plusa [SLK:BT22425:L1800]
50.266111;19.023333;Katowice, al. Korfantego 36 - dach bloku mieszkalnego [SLK:BT24901:L1800]
50.269722;19.058889;Katowice, al. Rozdzie‰skiego 97 - pylon reklamowy IKEA [SLK:BT20171:L1800]
50.259167;19.022222;Katowice, Rynek 12 - D.H. Zenit [SLK:BT20859:L1800]
50.258611;19.013889;Katowice, ul.  3-go Maja 30 - Galeria Katowice [SLK:BT20955:L1800]
50.260000;19.060000;Katowice, ul. 1 Maja 133 - dach biurowca [SLK:BT20423:L1800]
50.258611;19.036944;Katowice, ul. 1 Maja 3 - budynek Hotelu Senator [SLK:BT24047:L1800]
50.258333;19.045278;Katowice, ul. 1. Maja 52 - koòci¢à [SLK:BT20746:L1800]
50.277500;19.067778;Katowice, ul. 9-go Maja [SLK:BT24905:L1800]
50.248333;19.015000;Katowice, ul. Astr¢w 10 - budynek EKO BETON [SLK:BT24562:L1800]
50.255833;19.016667;Katowice, ul. Batorego 8 - dach budynku mieszkalnego [SLK:BT24240:L1800]
50.193889;19.045000;Katowice, ul. Bielska - Zajazd Pod Wzg¢rzem Wandy - maszt Plusa na wzniesieniu [SLK:BT22028:L1800]
50.255278;18.983611;Katowice, ul. Boche‰skiego 125 - dach salonu Renault [SLK:BT24813:L1800]
50.181111;19.000556;Katowice, ul. Boya-Zele‰skiego 92 - maszt na bloku (4 p.) [SLK:BT26106:L1800]
50.188056;18.989167;Katowice, ul. Boya-Ωele‰skiego 34 / Migdaàowc¢w - koòci¢à [SLK:BT20470:L1800]
50.295556;19.005556;Siemianowice ól•skie, ul. Wr¢blewskiego 75 - wieæa Emitel - SLR Bytk¢w [SLK:BT22025:L1800]
50.243056;19.021389;Katowice, ul. Ceglana 4 - biurowiec [SLK:BT22019:L1800]
50.270278;19.005278;Katowice, ul. Chorzowska 107/111 - Silesia City Center [SLK:BT20170:L1800]
50.269444;19.004444;Katowice, ul. Chorzowska 107/111 - Silesia City Center - zabytkowa wieæa wyci•gowa [SLK:BT24473:L1800]
50.270556;18.996111;Katowice, ul. Chorzowska 160 - wieæa koòcioàa [SLK:BT22672:L1800]
50.268056;19.012222;Katowice, ul. Chorzowska 73A - piekarnia PSS Spoàem [SLK:BT20858:L1800]
50.263056;19.010833;Katowice, ul. D•br¢wki 13 - budynek Ruch S.A. [SLK:BT22576:L1800]
50.265000;18.967500;Katowice, ul. Dul©by 5 - budynek biurowy [SLK:BT24196:L1800]
50.254167;19.028056;Katowice, ul. Francuska 20-24 - budynek szpitala [SLK:BT22342:L1800]
50.236389;19.007500;Katowice, ul. Gawron¢w 22 - dach budynku biurowego [SLK:BT24194:L1800]
50.209722;18.982500;Katowice, ul. gen. Jankego 123 - komin kotàowni [SLK:BT22623:L1800]
50.241667;19.095000;Katowice, ul. Grodowa 26D - blok [SLK:BT20305:L1800]
50.254722;19.048889;Katowice, ul. Hutnicza 3 - wieæa ciònie‰ przy PKP [SLK:BT22036:L1800]
50.188333;18.965556;Katowice, ul. Kacze‰c¢w 8 - maszt na dachu budynku przemysàowego Koncentraty Pawlas [SLK:BT20703:L1800]
50.256667;18.963333;Katowice, ul. Kochàowicka - maszt obserwacyjny PTK Centertel przy A4 [SLK:BT24649:L1800]
50.227222;19.059444;Katowice, ul. Kolista - KWK Staszic-Szyb IV - sàup oòwietleniowy [SLK:BT22533:L1800]
50.279722;19.024167;Katowice, ul. Konduktorska 8 - komin [SLK:BT20409:L1800]
50.223333;19.076111;Katowice, ul. Kosmiczna 60 - KWK Wieczorek Szyb Rozdzie‰ [SLK:BT24394:L1800]
50.263333;18.976667;Katowice, ul. Kossutha 11 - dach biurowca [SLK:BT20678:L1800]
50.264444;18.977500;Katowice, ul. Kossutha 9 - dach biurowca [SLK:BT26098:L1800]
50.221944;18.972222;Katowice, ul. Koszali‰ska 35 - dach bloku mieszkalnego 9p. [SLK:BT22622:L1800]
50.253611;19.002500;Katowice, ul. Koszarowa 6A - dach budynku Uniwersytetu Ekonomicznego [SLK:BT20421:L1800]
50.212222;18.970833;Katowice, ul. Koòciuszki 289 - maszt na budynku PSP [SLK:BT22016:L1800]
50.230556;18.975556;Katowice, ul. Kredytowa 17 - dach bloku mieszkalnego 10p. [SLK:BT20748:L1800]
50.262500;19.093611;Katowice, ul. ks. Bkp. Bednorza 3 [SLK:BT22613:L1800]
50.272222;19.043333;Katowice, ul. Leopolda 31 - maszt Plusa [SLK:BT24161:L1800]
50.254167;19.020278;Katowice, ul. Ligonia 6 - kamienica nieopodal placu Miarki [SLK:BT22341:L1800]
50.255000;19.092778;Katowice, ul. Lwowska 32 - pylon reklamowy Selgros [SLK:BT24674:L1800]
50.269444;19.037500;Katowice, ul. Markiefki 89 [SLK:BT22675:L900]
50.178333;18.968333;Katowice, ul. Michaàowskiego 9 - wieæa koòcioàa [SLK:BT22611:L1800]
50.269167;19.064444;Katowice, ul. Miedziana 5-7 - maszt na budynku przy CH. Carefour [SLK:BT22624:L1800]
50.248333;18.999722;Katowice, ul. Mikoàowska 100 - budynek COIG [SLK:BT24900:L1800]
50.252778;19.008056;Katowice, ul. Mikoàowska 39 - budynek mieszkalny [SLK:BT22825:L1800]
50.281389;19.007500;Katowice, ul. Mikusi‰skiego 33 [SLK:BT20408:L1800]
50.280556;19.014167;Katowice, ul. Mikusi‰skiego 8 - koòci¢à òw. J¢zefa [SLK:BT22673:L1800]
50.271111;19.022500;Katowice, ul. Oblat¢w 8 - maszt na budynku [SLK:BT24781:L1800]
50.221667;18.920833;Katowice, ul. Owsiana 60a - silosy dawnej Fabryki Dom¢w Panewniki [SLK:BT22670:L1800]
50.253056;19.038056;Katowice, ul. Paderewskiego 32 - dach Hotelu Asystenckiego US [SLK:BT22133:L1800]
50.226389;18.958889;Katowice, ul. Panewnicka 65 - Okr©gowy Szpital Kolejowy [SLK:BT22380:L1800]
50.238611;18.991111;Katowice, ul. Poàomi‰ska 16 [SLK:BT24820:L1800]
50.218611;19.060000;Katowice, ul. Pszczy‰ska 10 - dach budynku biurowego Getin Bank [SLK:BT24551:L900]
50.262222;18.990833;Katowice, ul. Pukowca 15 - biurowiec przy PKP [SLK:BT22021:L1800]
50.243611;19.038611;Katowice, ul. Puàaskiego 60 - C.H. 3 Stawy [SLK:BT22575:L1800]
50.231111;18.992500;Katowice, ul. Rolna 7 - dach Zajazdu Pocztylion [SLK:BT20972:L1800]
50.285556;19.054444;Katowice, ul. Siemianowicka 60 - komin EC Katowice [SLK:BT24214:L1800]
50.198333;19.046667;Katowice, ul. Solskiego 2 - koòci¢à [SLK:BT20304:L1800]
50.243889;19.081111;Katowice, ul. Szopienicka 58 [SLK:BT22614:L1800]
50.265556;19.039722;Katowice, ul. ócigaày 14 - rurowy maszt na budynku ZEC S.A. [SLK:BT20424:L1800]
50.259167;19.030000;Katowice, ul. ów. Pawàa 11 - budynek mieszkalny (3 p.) [SLK:BT20410:L1800]
50.276944;18.976111;Katowice, ul. Tysi•clecia 33 - budynek mieszkalny [SLK:BT24732:L1800]
50.276667;18.982222;Katowice, ul. Tysi•clecia 4 - wieæowiec [SLK:BT20948:L1800]
50.270556;19.036389;Katowice, ul. Wajdy 4 - blok (12 p.) [SLK:BT20720:L1800]
50.270556;19.080833;Katowice, ul. Wandy 16a - Fabryka Okien NORMA [SLK:BT24906:L1800]
50.273333;19.053889;Katowice, ul. Wiertnicza 14/16 - dach bloku mieszkalnego 10p. [SLK:BT20715:L1800]
50.244167;18.990278;Katowice, ul. Wincentego Pola 65 - KWK Wujek - ceglany komin [SLK:BT22980:L1800]
50.256111;19.023056;Katowice, ul. Wojew¢dzka 16 - kamienica [SLK:BT24707:L1800]
50.256667;19.097222;Katowice, ul. Wo´niaka 1 - maszt na budynku HMN Szopienice [SLK:BT20854:L1800]
50.210278;18.995556;Katowice, ul. Zioàowa 43-45 - blok (10 p.) [SLK:BT20761:L1800]
50.906667;18.936944;Kàobuck, ul. Wyszy‰skiego - blok mieszkalny [SLK:BT22361:L1800]
50.215000;18.678333;Knur¢w, ul. Dworcowa 1 - komin [SLK:BT22109:L1800]
50.189444;18.632500;Knur¢w, ul. G¢rnicza 1 - szyb wyci•gowy KWK Szczygàowice [SLK:BT24372:L1800]
50.233889;18.656944;Knur¢w, ul. Kapelan¢w Wojskowych 1 - wieæa koòcioàa [SLK:BT20606:L1800]
50.221944;18.667778;Knur¢w, ul. Niepodlegàoòci 8 - budynek szpitala [SLK:BT20941:L1800]
50.005833;18.867222;Kobielice, ul. Rolna 4 - maszt Plusa [SLK:BT22144:L1800]
50.053333;18.954167;Kobi¢r, maszt Orange przy DK1 [SLK:BT24068:L1800]
50.063611;18.926667;Kobi¢r, ul. Centralna 56 - strunobetonowy maszt T-Mobile [SLK:BT20569:L900]
50.702500;18.680833;Kochcice, maszt Plusa przy DK46 [SLK:BT20122:L900]
49.545833;18.955556;Koniak¢w, g. Ochodzita - maszt Emitel [SLK:BT22346:L1800]
50.778333;19.696667;Koniecpol, ul. Kolejowa 3 - komin Zakàad¢w Pàyt Pilòniowych [SLK:BT22410:L1800]
49.835556;18.628333;Ko‰czyce Wielkie, ul. Cieszy‰ska 61 - maszt Plusa [SLK:BT24564:L900]
49.828889;18.655278;Ko‰czyce Wielkie, ul. Olszaka 32 - maszt Plusa [SLK:BT22761:L900]
50.740000;19.005000;Kopalnia, ul. Rolnicza 2 - maszt Plusa [SLK:BT24409:L1800]
50.651944;18.860833;Kosz©cin, ul. Boronowska 100 - maszt Emitel - RCN [SLK:BT20584:L1800]
50.637222;18.840556;Kosz©cin, ul. Powsta‰c¢w ól•skich 15 - koòci¢à [SLK:BT22490:L1800]
50.608056;19.156389;Koziegàowy, ul. Cz©stochowska 69 - maszt Orange przy DK1 [SLK:BT20595:L900]
49.847500;19.140833;Kozy, ul. Dworcowa 22 - maszt Plusa [SLK:BT24117:L1800]
50.578889;18.611111;Krupski Màyn, ul. Zawadzkiego 1 - ZTS NITRON S.A. [SLK:BT22389:L1800]
50.017222;18.120000;Krzanowice, ul. Koòcielna 5 - wieæa koòcielna [SLK:BT22914:L1800]
50.963333;18.751667;Krzepice, ul. Cz©stochowska 180 - maszt Plusa [SLK:BT22360:L1800]
50.970556;18.725000;Krzepice, ul. Kazimierza Wielkiego 1 - wieæa koòcioàa [SLK:BT20106:L1800]
49.610278;19.315000;Krzyæowa, g. Krzyæowa - maszt Emitel - TSR [SLK:BT20689:L1800]
50.202222;18.291389;Ku´nia Raciborska, ul. Staszica 1 - komin zakàadu Rafamet [SLK:BT22435:L1800]
50.691389;19.628611;Lel¢w, ul. Koniecpolska 3a - maszt [SLK:BT22409:L1800]
50.133889;19.115556;L©dziny, ul. L©dzi‰ska - sàup wysokiego napi©cia [SLK:BT22527:L1800]
50.141111;19.125556;L©dziny, ul. L©dzi‰ska 8 - maszt na budynku CBiDGP [SLK:BT20445:L1800]
50.615556;19.257222;Lgota Nadwarcie, Lgota G¢rna 56 - maszt [SLK:BT22585:L1800]
51.008611;18.815556;Lipie, maszt Plusa [SLK:BT24616:L1800]
50.677222;18.691111;Lubliniec, ul. Cz©stochowska 48 - maszt Plusa przy PKP [SLK:BT22211:L1800]
50.666667;18.676111;Lubliniec, ul. Grunwaldzka 48 - maszt Plusa naprzeciwko Kauflanda [SLK:BT24460:L1800]
50.669167;18.704444;Lubliniec, ul. Powsta‰c¢w ól•skich 85 - komin firmy ECO - teren Lentex [SLK:BT20105:L1800]
50.040000;18.307500;Lubomia, ul. Pogrzebie‰ska 2 - wieæa koòcioàa [SLK:BT24220:L900]
50.149444;18.840000;ùaziska G¢rne, pl. Ratuszowy 1 - Urz•d Miejski [SLK:BT22112:L1800]
50.131111;18.833611;ùaziska G¢rne, ul. Cieszy‰ska 23 - komin Huty ùaziska (pd.) [SLK:BT22477:L1800]
50.140556;18.869167;ùaziska G¢rne, ul. Wyszy‰skiego 12 - koòci¢à [SLK:BT22811:L1800]
50.426667;19.375278;ùazy, ul. Wysocka - maszt Plusa [SLK:BT22274:L1800]
49.728056;19.133889;ùodygowice, ul. Ωywiecka 66 - strunobetonowy maszt T-Mobile [SLK:BT20593:L1800]
50.017222;18.518056;Marklowice, ul. Wyzwolenia 134 - wieæa koòcielna [SLK:BT24354:L1800]
50.503333;18.932500;Miasteczko ól•skie, ul. Hutnicza 17 - komin huty cynku [SLK:BT22395:L1800]
49.968889;19.056389;Mied´na, maszt Orange [SLK:BT24158:L1800]
50.959722;18.985833;Mied´no, ul. ù•kowa - maszt Plusa [SLK:BT24614:L900]
50.187500;18.907778;Mikoà¢w, ul. Dzie‰dziela - komin æelbetowy [SLK:BT20246:L1800]
50.164167;18.856111;Mikoà¢w, ul. Fitelberga - maszt P4 [SLK:BT26965:L1800]
50.163056;18.911667;Mikoà¢w, ul. Graæy‰skiego 19 - strunobetonowy sàup T-Mobile [SLK:BT20267:L1800]
50.217500;18.828056;Mikoà¢w, ul. Przelotowa - komin kotàownik KWK [SLK:BT22003:L1800]
50.171667;18.891111;Mikoà¢w, ul. Rybnicka 11 - komin æelbetowy [SLK:BT20653:L1800]
50.175556;18.898333;Mikoà¢w, ul. Towarowa 11 - komin stalowy [SLK:BT22015:L1800]
50.168611;18.896944;Mikoà¢w, ul. Ωwirki i Wigury 6 - dach budynku [SLK:BT22810:L1800]
50.830000;19.298333;Mst¢w, ul. 16-go Stycznia - maszt Plusa - teren Demar [SLK:BT22840:L1800]
50.249167;19.128889;Mysàowice, ul. Bernarda ówierczyny - KWK Mysàowice [SLK:BT24575:L1800]
50.197778;19.148611;Mysàowice, ul. Fabryczna 7 - wieæa telekomunikacyjna [SLK:BT24149:L1800]
50.223611;19.153333;Mysàowice, ul. Gen. Zi©tka 25 - wieæa koòcioàa [SLK:BT20277:L1800]
50.215833;19.156944;Mysàowice, ul. Generaàa Zi©tka 116 - szkoàa [SLK:BT20453:L1800]
50.179167;19.098056;Mysàowice, ul. Kopalniana 5 - KWK Wesoàa - elewacja budynku szybu [SLK:BT22667:L1800]
50.234167;19.133056;Mysàowice, ul. Miarki 17 - dach budynku Agrobud [SLK:BT20275:L900]
50.230000;19.115833;Mysàowice, ul. Mikoàowska 41 - na budynku hurtowni piwa [SLK:BT24016:L1800]
50.238056;19.130278;Mysàowice, ul. Mikoàowska 42 - dach bloku mieszkalnego 10p. [SLK:BT22035:L1800]
50.238056;19.135833;Mysàowice, ul. Mikoàowska 5 - blok (10 p.) [SLK:BT20676:L1800]
50.257778;19.128889;Mysàowice, ul. Obrzeæna P¢ànocna 15a - maszt PTK Centertel [SLK:BT20529:L1800]
50.188056;19.116389;Mysàowice, ul. Oràa Biaàego 34 - maszt Emitel - RTCN [SLK:BT20639:L1800]
50.212778;19.131944;Mysàowice, ul. Skaàki 16 - maszt przy autostradzie A4 [SLK:BT22067:L1800]
50.242500;19.137500;Mysàowice, ul. Towarowa 1 - maszt na budynku [SLK:BT20274:L1800]
50.241389;19.114722;Mysàowice, ul. Wielka Skotnica 92c - maszt na bloku mieszkalnym [SLK:BT26521:L900]
50.561111;19.360000;Myszk¢w, ul. Partyzant¢w 21 - kratownica po kominie [SLK:BT22801:L1800]
50.574722;19.319444;Myszk¢w, ul. Puàaskiego 6 - komin fabryki papieru [SLK:BT22275:L1800]
50.427778;18.905278;Nakào ól•skie, Wapienniki - maszt PTK Centertel [SLK:BT24273:L1800]
50.151111;18.309722;N©dza, maszt PTK Centertel przy DW919 [SLK:BT24746:L1800]
50.641111;19.466944;Niegowa, ul. Wojska Polskiego 8 - SLR Niegowa [SLK:BT22273:L900]
50.456389;19.086667;Nowa Wieò, maszt T-Mobile przy S1 [SLK:BT26047:L1800]
50.735556;19.159167;Nowa Wieò (Wrzosowa), ul. Kopalniana 2 - maszt Plusa przy CH. AUCHAN [SLK:BT22061:L1800]
50.084167;18.169722;Ocice, maszt Plusa - stadnina koni [SLK:BT22913:L1800]
50.460278;19.497778;Ogrodzieniec, ul. Koòciuszki 210 - remiza straæacka [SLK:BT22961:L1800]
50.457222;19.537778;Ogrodzieniec, Podzamcze, maszt T-Mobile [SLK:BT26057:L1800]
49.767500;18.717778;Ogrodzona, maszt Plusa na wzg¢rzu przy S1 [SLK:BT22146:L1800]
50.757222;19.265000;Olsztyn, ul. Mstowska - maszt [SLK:BT22406:L1800]
50.953889;18.817222;Opat¢w, ul. Koòciuszki [SLK:BT22793:L900]
50.181667;18.762500;Ornontowice, ul. Zwyci©stwa 7A - szkoàa [SLK:BT24199:L1800]
50.159722;18.780000;Orzesze, ul. Gliwicka 59 - komin Can Pack Group [SLK:BT20626:L1800]
50.143889;18.771389;Orzesze, ul. Powsta‰c¢w 6 - maszt Plusa obok koòcioàa ewangelickiego [SLK:BT22458:L1800]
50.081944;18.758333;Orzesze, Woszczyce, ul. Dàugosza 51 - koòci¢à [SLK:BT22669:L1800]
50.971944;19.065556;Ostrowy n. Oksz•, ul. Brzozowa 3 - maszt Plusa [SLK:BT22819:L900]
50.098333;18.713889;Palowice, ul. Wiejska - maszt Plusa [SLK:BT24558:L1800]
50.884722;18.750833;Panki, ul. Powsta‰c¢w ól•skich - maszt telekomunikacyjny [SLK:BT22824:L900]
51.040278;18.740833;Parzymiechy, ul. Cz©stochowska 6 - maszt telekomunikacyjny [SLK:BT22792:L900]
50.690556;18.585278;Pawonk¢w, maszt Plusa [SLK:BT22955:L1800]
50.379167;18.954722;Piekary ól•skie, ul. Gen. Jerzego Zi©tka - komin kotlowni KWK [SLK:BT24824:L1800]
50.373333;18.940556;Piekary ól•skie, ul. K. Miarki 14 [SLK:BT20294:L1800]
50.381944;18.931944;Piekary ól•skie, ul. Kasztanowa / Sp¢àdzielcza - komin [SLK:BT22932:L1800]
50.363889;18.986111;Piekary ól•skie, ul. Marii Curie Skàodowskiej 59c - budynek mieszkalny [SLK:BT22718:L1800]
50.399167;18.955278;Piekary ól•skie, ul. Olimpijska 3 - maszt Plusa [SLK:BT24424:L1800]
50.362500;18.995833;Piekary ól•skie, ul. Skàodowskiej-Curie 83B - budynek MPEC [SLK:BT20472:L1800]
50.344167;18.983611;Piekary ól•skie, ul. Wentylacyjna 14 - maszt Plusa [SLK:BT24069:L1800]
50.384722;18.944722;Piekary ól•skie, ul. Wyzwolenia 6 - kamienica [SLK:BT22717:L1800]
50.388333;18.955833;Piekary ól•skie, ul. Zi©tka 25 - maszt na budynku mieszkalno-usàugowym (4 p.) [SLK:BT20763:L1800]
49.836944;18.805278;Pieròciec, K©pa Winogradzka - maszt PTK Centertel na wzg¢rzu [SLK:BT22139:L1800]
50.217222;18.564167;Pilchowice, wieæa SLR Pilchowice Rynek [SLK:BT24373:L1800]
50.379167;18.473889;Pàawniowice, maszt T-Mobile [SLK:BT24495:L1800]
50.718056;19.449722;Ponik, ul. Kielecka - maszt Plusa [SLK:BT22408:L1800]
51.040556;18.946111;Pop¢w, maszt PTK Centertel [SLK:BT22794:L900]
50.668333;19.206944;Poraj, Sterownia Zbiornika Wodnego [SLK:BT22584:L1800]
49.820278;19.210000;Por•bka, ul. Zboæowa - maszt wàasny [SLK:BT22138:L1800]
50.488611;19.338333;Por©ba, ul. Ludowego Wojska Polskiego 1a - silosy [SLK:BT22159:L1800]
50.596944;19.274444;Post©p, ul. Myszkowska 40 - metalowy komin Jurajska Sp¢àdzielnia Pracy [SLK:BT24792:L1800]
49.879444;18.688889;Pruchna, ul. Dworcowa 15 - maszt Orange [SLK:BT24620:L900]
49.615833;19.386944;Przybor¢w, g. Czoào - maszt Emitel [SLK:BT22517:L900]
50.701667;19.743056;Przyà©k, maszt Plusa [SLK:BT22286:L900]
49.977500;18.957222;Pszczyna, ul. G¢rnoòl•ska 11 - komin - teren Patentus [SLK:BT20571:L1800]
50.002778;18.937778;Pszczyna, ul. Myòliwska 9 - maszt Plusa [SLK:BT24577:L1800]
49.981667;18.929722;Pszczyna, ul. Wodzisàawska 2 - maszt Plusa - teren PKS [SLK:BT24062:L1800]
49.963333;18.926389;Pszczyna, ul. Zdrojowa 2 - komin ciepàowni WZD [SLK:BT20542:L1800]
50.050833;18.399444;Psz¢w, ul. Lipowa 71 - maszt Plusa [SLK:BT22111:L1800]
50.471111;19.075278;Pyrzowice, ul. Wolnosci 90 - MPL Pyrzowice [SLK:BT20579:L1800]
50.471111;19.075278;Pyrzowice, ul. Wolnoòci 90 - MPL Pyrzowice [SLK:BT22039:L1800]
50.401944;18.626389;Pyskowice, ul. 1-go Maja 2 - budynek mieszkalny [SLK:BT24152:L1800]
50.382778;18.634167;Pyskowice, ul. Nasienna 1 - maszt Plusa [SLK:BT20994:L1800]
50.100556;18.203056;Racib¢rz, ul. Gamowska 3 - Szpital Rejonowy - dach [SLK:BT20864:L1800]
50.095278;18.215000;Racib¢rz, ul. ks. J.Londzina 15b - komin - salon meblowy [SLK:BT22677:L1800]
50.090000;18.229444;Racib¢rz, ul. Piaskowa 4 - komin zakàadu Kolzam [SLK:BT22110:L1800]
50.093611;18.198333;Racib¢rz, ul. Starowiejska 75 - Zakàady Cukiernicze Mieszko [SLK:BT20473:L1800]
50.082500;18.207778;Racib¢rz, ul. Warszawska 29 - wieæa koòcioàa pw. Najòwi©tszego Serca Pana Jezusa [SLK:BT22678:L1800]
50.043333;18.484444;Radlin, ul. Korfantego 52 - ceglany komin EC Marcel [SLK:BT22104:L1800]
50.394167;18.891667;Radzionk¢w, ul. Szymaày 77 - wieæa Emitel - SLR [SLK:BT20629:L1800]
49.488889;19.096389;Rajcza, maszt Emitel - ZRiT - g. Hutyr¢w [SLK:BT22344:L1800]
50.123333;18.296111;Raszczyce, ul. Szkolna 2 - komin [SLK:BT24388:L1800]
50.856389;19.213056;R©dziny, ul. Wolnoòci 125A - maszt P4 [SLK:BT26153:L1800]
50.390556;19.029722;Rogo´nik, ul. Koòciuszki 218 - maszt na budynku [SLK:BT20479:L1800]
49.988611;18.352500;Rog¢w, ul. Raciborska 40 - wieæa koòcioàa [SLK:BT24365:L900]
50.582500;19.781389;Rokitno, Rokitno 34 - maszt Plusa [SLK:BT24519:L900]
50.663056;19.131944;Roman¢w, maszt Plusa w lesie [SLK:BT22060:L1800]
